mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used
4,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.68,-0.15,10.35,4.71,bisection
4,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.68,-0.15,10.35,6.6,shear
4,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.68,-0.15,10.35,0.0,rx_en
4,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.68,-0.15,10.35,3.77,va_cs
4,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.68,-0.15,10.35,4.71,bisection
4,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.5,-1.19,11.3,13.5,shear
4,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.5,-1.19,11.3,9.9,rx_en
4,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.5,-1.19,11.3,10.8,va_cs
4,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.5,-1.19,11.3,7.2,bisection
4,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.5,-1.19,11.3,13.5,shear
4,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.5,-1.19,11.3,9.9,rx_en
4,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.5,-1.19,11.3,10.8,va_cs
4,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.5,-1.19,11.3,7.2,bisection
4,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.49,9.15,26.8,14.83,shear
4,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.49,9.15,26.8,12.97,rx_en
4,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.49,9.15,26.8,12.97,va_cs
4,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.49,9.15,26.8,12.97,bisection
4,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.49,9.15,26.8,14.83,shear
4,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.49,9.15,26.8,12.97,rx_en
4,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.49,9.15,26.8,12.97,va_cs
4,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.49,9.15,26.8,12.97,bisection
4,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.39,2.57,-7.87,13.45,shear
4,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.39,2.57,-7.87,2.88,rx_en
4,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.39,2.57,-7.87,7.69,va_cs
4,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.39,2.57,-7.87,6.73,bisection
4,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.39,2.57,-7.87,13.45,shear
4,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.39,2.57,-7.87,2.88,rx_en
4,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.39,2.57,-7.87,7.69,va_cs
4,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.39,2.57,-7.87,6.73,bisection
4,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.67,37.41,9.72,shear
4,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.67,37.41,3.89,rx_en
4,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.67,37.41,6.8,va_cs
4,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.67,37.41,5.83,bisection
4,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.67,37.41,9.72,shear
4,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.67,37.41,3.89,rx_en
4,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.67,37.41,6.8,va_cs
4,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.67,37.41,5.83,bisection
4,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.91,-13.0,64.01,2.87,shear
4,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.91,-13.0,64.01,1.91,rx_en
4,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.91,-13.0,64.01,5.74,va_cs
4,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.91,-13.0,64.01,4.78,bisection
4,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.91,-13.0,64.01,2.87,shear
4,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.91,-13.0,64.01,1.91,rx_en
4,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.91,-13.0,64.01,5.74,va_cs
4,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.91,-13.0,64.01,4.78,bisection
4,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.78,13.26,-17.1,61.48,9.79,shear
4,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.78,13.26,-17.1,61.48,2.94,rx_en
4,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.78,13.26,-17.1,61.48,3.92,va_cs
4,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.78,13.26,-17.1,61.48,4.9,bisection
4,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.78,13.26,-17.1,61.48,9.79,shear
4,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.78,13.26,-17.1,61.48,2.94,rx_en
4,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.78,13.26,-17.1,61.48,3.92,va_cs
4,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.78,13.26,-17.1,61.48,4.9,bisection
4,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.72,-6.28,-10.89,31.7,shear
4,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.72,-6.28,-10.89,7.93,rx_en
4,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.72,-6.28,-10.89,8.92,va_cs
4,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.72,-6.28,-10.89,8.92,bisection
4,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.72,-6.28,-10.89,31.7,shear
4,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.72,-6.28,-10.89,7.93,rx_en
4,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.72,-6.28,-10.89,8.92,va_cs
4,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.72,-6.28,-10.89,8.92,bisection
4,2016-11-02 14:41:18,2016-11-02 14:51:18,7.24,8.8,-3.54,8.7,-15.28,7.56,2.67,shear
4,2016-11-02 14:41:18,2016-11-02 14:51:18,7.24,8.8,-3.54,8.7,-15.28,7.56,27.61,rx_en
4,2016-11-02 14:41:18,2016-11-02 14:51:18,7.24,8.8,-3.54,8.7,-15.28,7.56,9.8,va_cs
4,2016-11-02 14:41:18,2016-11-02 14:51:18,7.24,8.8,-3.54,8.7,-15.28,7.56,11.58,bisection
4,2016-11-02 14:41:18,2016-11-02 14:51:18,7.24,8.8,-3.54,8.7,-15.28,7.56,2.67,shear
4,2016-11-02 14:41:18,2016-11-02 14:51:18,7.24,8.8,-3.54,8.7,-15.28,7.56,27.61,rx_en
4,2016-11-02 14:41:18,2016-11-02 14:51:18,7.24,8.8,-3.54,8.7,-15.28,7.56,9.8,va_cs
4,2016-11-02 14:41:18,2016-11-02 14:51:18,7.24,8.8,-3.54,8.7,-15.28,7.56,11.58,bisection
4,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.42,32.79,39.06,10.53,shear
4,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.42,32.79,39.06,1.91,rx_en
4,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.42,32.79,39.06,9.57,va_cs
4,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.42,32.79,39.06,10.53,bisection
4,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.42,32.79,39.06,10.53,shear
4,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.42,32.79,39.06,1.91,rx_en
4,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.42,32.79,39.06,9.57,va_cs
4,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.42,32.79,39.06,10.53,bisection
4,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.9,-21.88,-12.2,3.67,shear
4,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.9,-21.88,-12.2,32.09,rx_en
4,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.9,-21.88,-12.2,10.09,va_cs
4,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.9,-21.88,-12.2,10.09,bisection
4,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.9,-21.88,-12.2,3.67,shear
4,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.9,-21.88,-12.2,32.09,rx_en
4,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.9,-21.88,-12.2,10.09,va_cs
4,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.9,-21.88,-12.2,10.09,bisection
4,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.93,21.76,17.25,9.42,shear
4,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.93,21.76,17.25,10.36,rx_en
4,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.93,21.76,17.25,6.59,va_cs
4,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.93,21.76,17.25,15.07,bisection
4,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.93,21.76,17.25,9.42,shear
4,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.93,21.76,17.25,10.36,rx_en
4,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.93,21.76,17.25,6.59,va_cs
4,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.93,21.76,17.25,15.07,bisection
4,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.31,1.64,31.23,5.8,shear
4,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.31,1.64,31.23,7.73,rx_en
4,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.31,1.64,31.23,1.93,va_cs
4,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.31,1.64,31.23,4.83,bisection
4,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.31,1.64,31.23,5.8,shear
4,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.31,1.64,31.23,7.73,rx_en
4,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.31,1.64,31.23,1.93,va_cs
4,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.31,1.64,31.23,4.83,bisection
4,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.44,21.38,29.67,14.2,shear
4,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.44,21.38,29.67,0.95,rx_en
4,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.44,21.38,29.67,10.41,va_cs
4,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.44,21.38,29.67,10.41,bisection
4,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.44,21.38,29.67,14.2,shear
4,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.44,21.38,29.67,0.95,rx_en
4,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.44,21.38,29.67,10.41,va_cs
4,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.44,21.38,29.67,10.41,bisection
4,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.02,20.36,-8.81,5.64,shear
4,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.02,20.36,-8.81,10.34,rx_en
4,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.02,20.36,-8.81,6.58,va_cs
4,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.02,20.36,-8.81,6.58,bisection
4,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.02,20.36,-8.81,5.64,shear
4,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.02,20.36,-8.81,10.34,rx_en
4,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.02,20.36,-8.81,6.58,va_cs
4,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.02,20.36,-8.81,6.58,bisection
4,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.65,51.21,9.34,shear
4,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.65,51.21,2.8,rx_en
4,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.65,51.21,3.74,va_cs
4,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.65,51.21,4.67,bisection
4,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.65,51.21,9.34,shear
4,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.65,51.21,2.8,rx_en
4,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.65,51.21,3.74,va_cs
4,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.65,51.21,4.67,bisection
4,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.58,14.74,9.75,13.72,shear
4,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.58,14.74,9.75,13.72,rx_en
4,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.58,14.74,9.75,11.76,va_cs
4,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.58,14.74,9.75,25.48,bisection
4,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.58,14.74,9.75,13.72,shear
4,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.58,14.74,9.75,13.72,rx_en
4,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.58,14.74,9.75,11.76,va_cs
4,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.58,14.74,9.75,25.48,bisection
4,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.01,6.42,45.67,9.0,shear
4,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.01,6.42,45.67,5.0,rx_en
4,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.01,6.42,45.67,9.0,va_cs
4,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.01,6.42,45.67,8.0,bisection
4,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.01,6.42,45.67,9.0,shear
4,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.01,6.42,45.67,5.0,rx_en
4,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.01,6.42,45.67,9.0,va_cs
4,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.01,6.42,45.67,8.0,bisection
4,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.21,-18.62,-17.08,0.0,shear
4,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.21,-18.62,-17.08,4.96,rx_en
4,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.21,-18.62,-17.08,6.94,va_cs
4,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.21,-18.62,-17.08,48.61,bisection
4,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.21,-18.62,-17.08,0.0,shear
4,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.21,-18.62,-17.08,4.96,rx_en
4,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.21,-18.62,-17.08,6.94,va_cs
4,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.21,-18.62,-17.08,48.61,bisection
4,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.01,-0.65,10.88,-0.14,31.6,11.35,shear
4,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.01,-0.65,10.88,-0.14,31.6,0.95,rx_en
4,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.01,-0.65,10.88,-0.14,31.6,7.56,va_cs
4,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.01,-0.65,10.88,-0.14,31.6,5.67,bisection
4,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.01,-0.65,10.88,-0.14,31.6,11.35,shear
4,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.01,-0.65,10.88,-0.14,31.6,0.95,rx_en
4,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.01,-0.65,10.88,-0.14,31.6,7.56,va_cs
4,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.01,-0.65,10.88,-0.14,31.6,5.67,bisection
4,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.25,-5.1,-3.31,22.51,shear
4,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.25,-5.1,-3.31,19.69,rx_en
4,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.25,-5.1,-3.31,0.94,va_cs
4,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.25,-5.1,-3.31,1.88,bisection
4,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.25,-5.1,-3.31,22.51,shear
4,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.25,-5.1,-3.31,19.69,rx_en
4,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.25,-5.1,-3.31,0.94,va_cs
4,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.25,-5.1,-3.31,1.88,bisection
4,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.97,-3.35,-1.98,57.79,5.99,shear
4,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.97,-3.35,-1.98,57.79,4.99,rx_en
4,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.97,-3.35,-1.98,57.79,5.99,va_cs
4,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.97,-3.35,-1.98,57.79,5.99,bisection
4,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.97,-3.35,-1.98,57.79,5.99,shear
4,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.97,-3.35,-1.98,57.79,4.99,rx_en
4,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.97,-3.35,-1.98,57.79,5.99,va_cs
4,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.97,-3.35,-1.98,57.79,5.99,bisection
4,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.26,19.41,-23.52,6.96,shear
4,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.26,19.41,-23.52,35.8,rx_en
4,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.26,19.41,-23.52,2.98,va_cs
4,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.26,19.41,-23.52,2.98,bisection
4,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.26,19.41,-23.52,6.96,shear
4,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.26,19.41,-23.52,35.8,rx_en
4,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.26,19.41,-23.52,2.98,va_cs
4,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.26,19.41,-23.52,2.98,bisection
4,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.15,-2.12,51.5,4.0,shear
4,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.15,-2.12,51.5,6.0,rx_en
4,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.15,-2.12,51.5,6.0,va_cs
4,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.15,-2.12,51.5,6.0,bisection
4,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.15,-2.12,51.5,4.0,shear
