mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used
3,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.34,-1.46,11.24,10.86,va_cs
3,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.34,-1.46,11.24,7.24,bisection
3,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.4,9.18,28.05,14.93,shear
3,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.4,9.18,28.05,13.06,rx_en
3,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.4,9.18,28.05,13.06,va_cs
3,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.4,9.18,28.05,13.06,bisection
3,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.4,9.18,28.05,14.93,shear
3,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.4,9.18,28.05,13.06,rx_en
3,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.4,9.18,28.05,13.06,va_cs
3,2015-12-08 11:15:44,2015-12-08 11:25:44,10.22,1.28,-1.36,11.4,9.18,28.05,13.06,bisection
3,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.28,2.42,-7.79,13.48,shear
3,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.28,2.42,-7.79,2.89,rx_en
3,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.28,2.42,-7.79,7.7,va_cs
3,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.28,2.42,-7.79,6.74,bisection
3,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.28,2.42,-7.79,13.48,shear
3,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.28,2.42,-7.79,2.89,rx_en
3,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.28,2.42,-7.79,7.7,va_cs
3,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.28,2.42,-7.79,6.74,bisection
3,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.06,-18.64,37.52,9.72,shear
3,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.06,-18.64,37.52,3.89,rx_en
3,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.06,-18.64,37.52,6.81,va_cs
3,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.06,-18.64,37.52,5.83,bisection
3,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.06,-18.64,37.52,9.72,shear
3,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.06,-18.64,37.52,3.89,rx_en
3,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.06,-18.64,37.52,6.81,va_cs
3,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.06,-18.64,37.52,5.83,bisection
3,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.93,-13.02,64.22,2.87,shear
3,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.93,-13.02,64.22,1.91,rx_en
3,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.93,-13.02,64.22,5.74,va_cs
3,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.93,-13.02,64.22,4.78,bisection
3,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.93,-13.02,64.22,2.87,shear
3,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.93,-13.02,64.22,1.91,rx_en
3,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.93,-13.02,64.22,5.74,va_cs
3,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.93,-13.02,64.22,4.78,bisection
3,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,13.35,-17.56,62.14,9.79,shear
3,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,13.35,-17.56,62.14,2.94,rx_en
3,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,13.35,-17.56,62.14,3.92,va_cs
3,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,13.35,-17.56,62.14,3.92,bisection
3,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,13.35,-17.56,62.14,9.79,shear
3,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,13.35,-17.56,62.14,2.94,rx_en
3,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,13.35,-17.56,62.14,3.92,va_cs
3,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,13.35,-17.56,62.14,3.92,bisection
3,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.62,-6.19,-10.72,31.73,shear
3,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.62,-6.19,-10.72,7.93,rx_en
3,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.62,-6.19,-10.72,8.92,va_cs
3,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.62,-6.19,-10.72,8.92,bisection
3,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.62,-6.19,-10.72,31.73,shear
3,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.62,-6.19,-10.72,7.93,rx_en
3,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.62,-6.19,-10.72,8.92,va_cs
3,2016-10-22 12:53:41,2016-10-22 13:03:41,6.4,7.69,-4.7,-1.62,-6.19,-10.72,8.92,bisection
3,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.7,-15.32,7.31,23.14,shear
3,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.7,-15.32,7.31,27.59,rx_en
3,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.7,-15.32,7.31,28.48,va_cs
3,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.7,-15.32,7.31,20.47,bisection
3,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.7,-15.32,7.31,23.14,shear
3,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.7,-15.32,7.31,27.59,rx_en
3,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.7,-15.32,7.31,28.48,va_cs
3,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.7,-15.32,7.31,20.47,bisection
3,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.5,32.8,39.11,10.53,shear
3,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.5,32.8,39.11,1.91,rx_en
3,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.5,32.8,39.11,9.57,va_cs
3,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.5,32.8,39.11,10.53,bisection
3,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.5,32.8,39.11,10.53,shear
3,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.5,32.8,39.11,1.91,rx_en
3,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.5,32.8,39.11,9.57,va_cs
3,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.83,15.5,32.8,39.11,10.53,bisection
3,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.89,-21.85,-12.23,3.67,shear
3,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.89,-21.85,-12.23,32.1,rx_en
3,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.89,-21.85,-12.23,10.09,va_cs
3,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.89,-21.85,-12.23,10.09,bisection
3,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.89,-21.85,-12.23,3.67,shear
3,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.89,-21.85,-12.23,32.1,rx_en
3,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.89,-21.85,-12.23,10.09,va_cs
3,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.89,-21.85,-12.23,10.09,bisection
3,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.98,21.74,17.22,9.41,shear
3,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.98,21.74,17.22,10.35,rx_en
3,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.98,21.74,17.22,6.59,va_cs
3,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.98,21.74,17.22,15.05,bisection
3,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.98,21.74,17.22,9.41,shear
3,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.98,21.74,17.22,10.35,rx_en
3,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.98,21.74,17.22,6.59,va_cs
3,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.98,21.74,17.22,15.05,bisection
3,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.3,1.65,31.2,5.8,shear
3,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.3,1.65,31.2,7.73,rx_en
3,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.3,1.65,31.2,1.93,va_cs
3,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.3,1.65,31.2,4.83,bisection
3,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.3,1.65,31.2,5.8,shear
3,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.3,1.65,31.2,7.73,rx_en
3,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.3,1.65,31.2,1.93,va_cs
3,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.5,8.3,1.65,31.2,4.83,bisection
3,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.65,21.34,30.0,14.19,shear
3,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.65,21.34,30.0,0.95,rx_en
3,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.65,21.34,30.0,10.4,va_cs
3,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.65,21.34,30.0,10.4,bisection
3,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.65,21.34,30.0,14.19,shear
3,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.65,21.34,30.0,0.95,rx_en
3,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.65,21.34,30.0,10.4,va_cs
3,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.65,21.34,30.0,10.4,bisection
3,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-7.97,20.32,-8.76,5.65,shear
3,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-7.97,20.32,-8.76,10.35,rx_en
3,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-7.97,20.32,-8.76,6.59,va_cs
3,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-7.97,20.32,-8.76,6.59,bisection
3,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-7.97,20.32,-8.76,5.65,shear
3,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-7.97,20.32,-8.76,10.35,rx_en
3,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-7.97,20.32,-8.76,6.59,va_cs
3,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-7.97,20.32,-8.76,6.59,bisection
3,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.22,13.59,51.2,9.34,shear
3,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.22,13.59,51.2,2.8,rx_en
3,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.22,13.59,51.2,3.74,va_cs
3,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.22,13.59,51.2,4.67,bisection
3,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.22,13.59,51.2,9.34,shear
3,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.22,13.59,51.2,2.8,rx_en
3,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.22,13.59,51.2,3.74,va_cs
3,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.22,13.59,51.2,4.67,bisection
3,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.57,14.75,9.75,13.72,shear
3,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.57,14.75,9.75,13.72,rx_en
3,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.57,14.75,9.75,11.76,va_cs
3,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.57,14.75,9.75,25.49,bisection
3,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.57,14.75,9.75,13.72,shear
3,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.57,14.75,9.75,13.72,rx_en
3,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.57,14.75,9.75,11.76,va_cs
3,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.57,14.75,9.75,25.49,bisection
3,2016-12-19 14:10:02,2016-12-19 14:20:02,10.2,4.16,0.93,-0.03,6.38,45.66,9.0,shear
3,2016-12-19 14:10:02,2016-12-19 14:20:02,10.2,4.16,0.93,-0.03,6.38,45.66,5.0,rx_en
3,2016-12-19 14:10:02,2016-12-19 14:20:02,10.2,4.16,0.93,-0.03,6.38,45.66,9.0,va_cs
3,2016-12-19 14:10:02,2016-12-19 14:20:02,10.2,4.16,0.93,-0.03,6.38,45.66,8.0,bisection
3,2016-12-19 14:10:02,2016-12-19 14:20:02,10.2,4.16,0.93,-0.03,6.38,45.66,9.0,shear
3,2016-12-19 14:10:02,2016-12-19 14:20:02,10.2,4.16,0.93,-0.03,6.38,45.66,5.0,rx_en
3,2016-12-19 14:10:02,2016-12-19 14:20:02,10.2,4.16,0.93,-0.03,6.38,45.66,9.0,va_cs
3,2016-12-19 14:10:02,2016-12-19 14:20:02,10.2,4.16,0.93,-0.03,6.38,45.66,8.0,bisection
3,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.47,-18.62,-16.79,0.0,shear
3,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.47,-18.62,-16.79,4.95,rx_en
3,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.47,-18.62,-16.79,6.93,va_cs
3,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.47,-18.62,-16.79,6.93,bisection
3,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.47,-18.62,-16.79,0.0,shear
3,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.47,-18.62,-16.79,4.95,rx_en
3,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.47,-18.62,-16.79,6.93,va_cs
3,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.47,-18.62,-16.79,6.93,bisection
3,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,3.47,-18.62,-16.79,16.84,shear
3,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,3.47,-18.62,-16.79,0.99,rx_en
3,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,3.47,-18.62,-16.79,8.92,va_cs
3,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,3.47,-18.62,-16.79,8.92,bisection
3,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,3.47,-18.62,-16.79,16.84,shear
3,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,3.47,-18.62,-16.79,0.99,rx_en
3,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,3.47,-18.62,-16.79,8.92,va_cs
3,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,3.47,-18.62,-16.79,8.92,bisection
3,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.29,-5.14,-3.21,22.45,shear
3,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.29,-5.14,-3.21,20.58,rx_en
3,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.29,-5.14,-3.21,14.97,va_cs
3,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.29,-5.14,-3.21,1.87,bisection
3,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.29,-5.14,-3.21,22.45,shear
3,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.29,-5.14,-3.21,20.58,rx_en
3,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.29,-5.14,-3.21,14.97,va_cs
3,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.29,-5.14,-3.21,1.87,bisection
3,2017-01-20 12:27:07,2017-01-20 12:37:07,9.62,-0.46,1.97,-3.36,-1.96,57.78,5.99,shear
3,2017-01-20 12:27:07,2017-01-20 12:37:07,9.62,-0.46,1.97,-3.36,-1.96,57.78,4.99,rx_en
3,2017-01-20 12:27:07,2017-01-20 12:37:07,9.62,-0.46,1.97,-3.36,-1.96,57.78,5.99,va_cs
3,2017-01-20 12:27:07,2017-01-20 12:37:07,9.62,-0.46,1.97,-3.36,-1.96,57.78,5.99,bisection
3,2017-01-20 12:27:07,2017-01-20 12:37:07,9.62,-0.46,1.97,-3.36,-1.96,57.78,5.99,shear
3,2017-01-20 12:27:07,2017-01-20 12:37:07,9.62,-0.46,1.97,-3.36,-1.96,57.78,4.99,rx_en
3,2017-01-20 12:27:07,2017-01-20 12:37:07,9.62,-0.46,1.97,-3.36,-1.96,57.78,5.99,va_cs
3,2017-01-20 12:27:07,2017-01-20 12:37:07,9.62,-0.46,1.97,-3.36,-1.96,57.78,5.99,bisection
3,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.29,19.48,-23.52,6.96,shear
3,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.29,19.48,-23.52,35.79,rx_en
3,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.29,19.48,-23.52,2.98,va_cs
3,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.29,19.48,-23.52,2.98,bisection
3,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.29,19.48,-23.52,6.96,shear
3,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.29,19.48,-23.52,35.79,rx_en
3,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.29,19.48,-23.52,2.98,va_cs
3,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.29,19.48,-23.52,2.98,bisection
3,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.16,-2.12,51.53,4.0,shear
3,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.16,-2.12,51.53,6.0,rx_en
3,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.16,-2.12,51.53,6.0,va_cs
3,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.16,-2.12,51.53,6.0,bisection
3,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.16,-2.12,51.53,4.0,shear
